"region";"statistikkvariabel";"tid";"Folkemengd og kvartalsvise endringar, etter region, statistikkvariabel og tid"
"1223 Tysnes";"Folketalet ved inngangen av kvartalet";"2015K4";2812
"1223 Tysnes";"Fødde";"2015K4";5
"1223 Tysnes";"Døde";"2015K4";11
"1223 Tysnes";"Fødselsoverskot";"2015K4";-6
"1223 Tysnes";"Innvandring";"2015K4";3
"1223 Tysnes";"Utvandring";"2015K4";5
"1223 Tysnes";"Innflytting, innalandsk";"2015K4";18
"1223 Tysnes";"Utflytting, innalandsk";"2015K4";24
"1223 Tysnes";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";-8
"1223 Tysnes";"Folkevekst";"2015K4";-15
"1223 Tysnes";"Folketalet ved utgangen av kvartalet";"2015K4";2797
"1224 Kvinnherad";"Folketalet ved inngangen av kvartalet";"2015K4";13281
"1224 Kvinnherad";"Fødde";"2015K4";27
"1224 Kvinnherad";"Døde";"2015K4";24
"1224 Kvinnherad";"Fødselsoverskot";"2015K4";3
"1224 Kvinnherad";"Innvandring";"2015K4";12
"1224 Kvinnherad";"Utvandring";"2015K4";10
"1224 Kvinnherad";"Innflytting, innalandsk";"2015K4";55
"1224 Kvinnherad";"Utflytting, innalandsk";"2015K4";70
"1224 Kvinnherad";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";-13
"1224 Kvinnherad";"Folkevekst";"2015K4";-10
"1224 Kvinnherad";"Folketalet ved utgangen av kvartalet";"2015K4";13271
"1227 Jondal";"Folketalet ved inngangen av kvartalet";"2015K4";1107
"1227 Jondal";"Fødde";"2015K4";1
"1227 Jondal";"Døde";"2015K4";5
"1227 Jondal";"Fødselsoverskot";"2015K4";-4
"1227 Jondal";"Innvandring";"2015K4";1
"1227 Jondal";"Utvandring";"2015K4";1
"1227 Jondal";"Innflytting, innalandsk";"2015K4";6
"1227 Jondal";"Utflytting, innalandsk";"2015K4";4
"1227 Jondal";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";2
"1227 Jondal";"Folkevekst";"2015K4";-3
"1227 Jondal";"Folketalet ved utgangen av kvartalet";"2015K4";1104
"1228 Odda";"Folketalet ved inngangen av kvartalet";"2015K4";6931
"1228 Odda";"Fødde";"2015K4";12
"1228 Odda";"Døde";"2015K4";22
"1228 Odda";"Fødselsoverskot";"2015K4";-10
"1228 Odda";"Innvandring";"2015K4";18
"1228 Odda";"Utvandring";"2015K4";3
"1228 Odda";"Innflytting, innalandsk";"2015K4";46
"1228 Odda";"Utflytting, innalandsk";"2015K4";52
"1228 Odda";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";9
"1228 Odda";"Folkevekst";"2015K4";-1
"1228 Odda";"Folketalet ved utgangen av kvartalet";"2015K4";6930
"1231 Ullensvang";"Folketalet ved inngangen av kvartalet";"2015K4";3412
"1231 Ullensvang";"Fødde";"2015K4";10
"1231 Ullensvang";"Døde";"2015K4";11
"1231 Ullensvang";"Fødselsoverskot";"2015K4";-1
"1231 Ullensvang";"Innvandring";"2015K4";15
"1231 Ullensvang";"Utvandring";"2015K4";1
"1231 Ullensvang";"Innflytting, innalandsk";"2015K4";20
"1231 Ullensvang";"Utflytting, innalandsk";"2015K4";44
"1231 Ullensvang";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";-10
"1231 Ullensvang";"Folkevekst";"2015K4";-11
"1231 Ullensvang";"Folketalet ved utgangen av kvartalet";"2015K4";3401
"1232 Eidfjord";"Folketalet ved inngangen av kvartalet";"2015K4";931
"1232 Eidfjord";"Fødde";"2015K4";2
"1232 Eidfjord";"Døde";"2015K4";3
"1232 Eidfjord";"Fødselsoverskot";"2015K4";-1
"1232 Eidfjord";"Innvandring";"2015K4";1
"1232 Eidfjord";"Utvandring";"2015K4";2
"1232 Eidfjord";"Innflytting, innalandsk";"2015K4";11
"1232 Eidfjord";"Utflytting, innalandsk";"2015K4";15
"1232 Eidfjord";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";-5
"1232 Eidfjord";"Folkevekst";"2015K4";-6
"1232 Eidfjord";"Folketalet ved utgangen av kvartalet";"2015K4";925
"1233 Ulvik";"Folketalet ved inngangen av kvartalet";"2015K4";1120
"1233 Ulvik";"Fødde";"2015K4";4
"1233 Ulvik";"Døde";"2015K4";2
"1233 Ulvik";"Fødselsoverskot";"2015K4";2
"1233 Ulvik";"Innvandring";"2015K4";1
"1233 Ulvik";"Utvandring";"2015K4";6
"1233 Ulvik";"Innflytting, innalandsk";"2015K4";1
"1233 Ulvik";"Utflytting, innalandsk";"2015K4";2
"1233 Ulvik";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";-6
"1233 Ulvik";"Folkevekst";"2015K4";-4
"1233 Ulvik";"Folketalet ved utgangen av kvartalet";"2015K4";1116
"1234 Granvin";"Folketalet ved inngangen av kvartalet";"2015K4";919
"1234 Granvin";"Fødde";"2015K4";0
"1234 Granvin";"Døde";"2015K4";0
"1234 Granvin";"Fødselsoverskot";"2015K4";0
"1234 Granvin";"Innvandring";"2015K4";2
"1234 Granvin";"Utvandring";"2015K4";0
"1234 Granvin";"Innflytting, innalandsk";"2015K4";18
"1234 Granvin";"Utflytting, innalandsk";"2015K4";19
"1234 Granvin";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";1
"1234 Granvin";"Folkevekst";"2015K4";1
"1234 Granvin";"Folketalet ved utgangen av kvartalet";"2015K4";920
"1235 Voss";"Folketalet ved inngangen av kvartalet";"2015K4";14410
"1235 Voss";"Fødde";"2015K4";25
"1235 Voss";"Døde";"2015K4";34
"1235 Voss";"Fødselsoverskot";"2015K4";-9
"1235 Voss";"Innvandring";"2015K4";54
"1235 Voss";"Utvandring";"2015K4";1
"1235 Voss";"Innflytting, innalandsk";"2015K4";105
"1235 Voss";"Utflytting, innalandsk";"2015K4";131
"1235 Voss";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";27
"1235 Voss";"Folkevekst";"2015K4";15
"1235 Voss";"Folketalet ved utgangen av kvartalet";"2015K4";14425
"1238 Kvam";"Folketalet ved inngangen av kvartalet";"2015K4";8450
"1238 Kvam";"Fødde";"2015K4";26
"1238 Kvam";"Døde";"2015K4";25
"1238 Kvam";"Fødselsoverskot";"2015K4";1
"1238 Kvam";"Innvandring";"2015K4";21
"1238 Kvam";"Utvandring";"2015K4";5
"1238 Kvam";"Innflytting, innalandsk";"2015K4";58
"1238 Kvam";"Utflytting, innalandsk";"2015K4";51
"1238 Kvam";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";23
"1238 Kvam";"Folkevekst";"2015K4";25
"1238 Kvam";"Folketalet ved utgangen av kvartalet";"2015K4";8475
"1241 Fusa";"Folketalet ved inngangen av kvartalet";"2015K4";3846
"1241 Fusa";"Fødde";"2015K4";7
"1241 Fusa";"Døde";"2015K4";5
"1241 Fusa";"Fødselsoverskot";"2015K4";2
"1241 Fusa";"Innvandring";"2015K4";5
"1241 Fusa";"Utvandring";"2015K4";1
"1241 Fusa";"Innflytting, innalandsk";"2015K4";49
"1241 Fusa";"Utflytting, innalandsk";"2015K4";25
"1241 Fusa";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";28
"1241 Fusa";"Folkevekst";"2015K4";30
"1241 Fusa";"Folketalet ved utgangen av kvartalet";"2015K4";3876
"1242 Samnanger";"Folketalet ved inngangen av kvartalet";"2015K4";2436
"1242 Samnanger";"Fødde";"2015K4";5
"1242 Samnanger";"Døde";"2015K4";10
"1242 Samnanger";"Fødselsoverskot";"2015K4";-5
"1242 Samnanger";"Innvandring";"2015K4";3
"1242 Samnanger";"Utvandring";"2015K4";1
"1242 Samnanger";"Innflytting, innalandsk";"2015K4";31
"1242 Samnanger";"Utflytting, innalandsk";"2015K4";20
"1242 Samnanger";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";13
"1242 Samnanger";"Folkevekst";"2015K4";7
"1242 Samnanger";"Folketalet ved utgangen av kvartalet";"2015K4";2443
"1243 Os (Hord.)";"Folketalet ved inngangen av kvartalet";"2015K4";19560
"1243 Os (Hord.)";"Fødde";"2015K4";78
"1243 Os (Hord.)";"Døde";"2015K4";28
"1243 Os (Hord.)";"Fødselsoverskot";"2015K4";50
"1243 Os (Hord.)";"Innvandring";"2015K4";46
"1243 Os (Hord.)";"Utvandring";"2015K4";37
"1243 Os (Hord.)";"Innflytting, innalandsk";"2015K4";257
"1243 Os (Hord.)";"Utflytting, innalandsk";"2015K4";135
"1243 Os (Hord.)";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";131
"1243 Os (Hord.)";"Folkevekst";"2015K4";182
"1243 Os (Hord.)";"Folketalet ved utgangen av kvartalet";"2015K4";19742
"1244 Austevoll";"Folketalet ved inngangen av kvartalet";"2015K4";5098
"1244 Austevoll";"Fødde";"2015K4";20
"1244 Austevoll";"Døde";"2015K4";6
"1244 Austevoll";"Fødselsoverskot";"2015K4";14
"1244 Austevoll";"Innvandring";"2015K4";12
"1244 Austevoll";"Utvandring";"2015K4";9
"1244 Austevoll";"Innflytting, innalandsk";"2015K4";24
"1244 Austevoll";"Utflytting, innalandsk";"2015K4";20
"1244 Austevoll";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";7
"1244 Austevoll";"Folkevekst";"2015K4";20
"1244 Austevoll";"Folketalet ved utgangen av kvartalet";"2015K4";5118
"1245 Sund";"Folketalet ved inngangen av kvartalet";"2015K4";6905
"1245 Sund";"Fødde";"2015K4";19
"1245 Sund";"Døde";"2015K4";11
"1245 Sund";"Fødselsoverskot";"2015K4";8
"1245 Sund";"Innvandring";"2015K4";32
"1245 Sund";"Utvandring";"2015K4";6
"1245 Sund";"Innflytting, innalandsk";"2015K4";113
"1245 Sund";"Utflytting, innalandsk";"2015K4";77
"1245 Sund";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";62
"1245 Sund";"Folkevekst";"2015K4";70
"1245 Sund";"Folketalet ved utgangen av kvartalet";"2015K4";6975
"1246 Fjell";"Folketalet ved inngangen av kvartalet";"2015K4";24742
"1246 Fjell";"Fødde";"2015K4";79
"1246 Fjell";"Døde";"2015K4";41
"1246 Fjell";"Fødselsoverskot";"2015K4";38
"1246 Fjell";"Innvandring";"2015K4";60
"1246 Fjell";"Utvandring";"2015K4";16
"1246 Fjell";"Innflytting, innalandsk";"2015K4";330
"1246 Fjell";"Utflytting, innalandsk";"2015K4";287
"1246 Fjell";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";87
"1246 Fjell";"Folkevekst";"2015K4";128
"1246 Fjell";"Folketalet ved utgangen av kvartalet";"2015K4";24870
"1247 Askøy";"Folketalet ved inngangen av kvartalet";"2015K4";28277
"1247 Askøy";"Fødde";"2015K4";103
"1247 Askøy";"Døde";"2015K4";49
"1247 Askøy";"Fødselsoverskot";"2015K4";54
"1247 Askøy";"Innvandring";"2015K4";29
"1247 Askøy";"Utvandring";"2015K4";38
"1247 Askøy";"Innflytting, innalandsk";"2015K4";317
"1247 Askøy";"Utflytting, innalandsk";"2015K4";258
"1247 Askøy";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";50
"1247 Askøy";"Folkevekst";"2015K4";103
"1247 Askøy";"Folketalet ved utgangen av kvartalet";"2015K4";28380
"1251 Vaksdal";"Folketalet ved inngangen av kvartalet";"2015K4";4092
"1251 Vaksdal";"Fødde";"2015K4";17
"1251 Vaksdal";"Døde";"2015K4";16
"1251 Vaksdal";"Fødselsoverskot";"2015K4";1
"1251 Vaksdal";"Innvandring";"2015K4";15
"1251 Vaksdal";"Utvandring";"2015K4";4
"1251 Vaksdal";"Innflytting, innalandsk";"2015K4";43
"1251 Vaksdal";"Utflytting, innalandsk";"2015K4";22
"1251 Vaksdal";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";32
"1251 Vaksdal";"Folkevekst";"2015K4";33
"1251 Vaksdal";"Folketalet ved utgangen av kvartalet";"2015K4";4125
"1252 Modalen";"Folketalet ved inngangen av kvartalet";"2015K4";388
"1252 Modalen";"Fødde";"2015K4";1
"1252 Modalen";"Døde";"2015K4";0
"1252 Modalen";"Fødselsoverskot";"2015K4";1
"1252 Modalen";"Innvandring";"2015K4";0
"1252 Modalen";"Utvandring";"2015K4";0
"1252 Modalen";"Innflytting, innalandsk";"2015K4";0
"1252 Modalen";"Utflytting, innalandsk";"2015K4";8
"1252 Modalen";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";-8
"1252 Modalen";"Folkevekst";"2015K4";-7
"1252 Modalen";"Folketalet ved utgangen av kvartalet";"2015K4";381
"1253 Osterøy";"Folketalet ved inngangen av kvartalet";"2015K4";7929
"1253 Osterøy";"Fødde";"2015K4";19
"1253 Osterøy";"Døde";"2015K4";10
"1253 Osterøy";"Fødselsoverskot";"2015K4";9
"1253 Osterøy";"Innvandring";"2015K4";11
"1253 Osterøy";"Utvandring";"2015K4";15
"1253 Osterøy";"Innflytting, innalandsk";"2015K4";69
"1253 Osterøy";"Utflytting, innalandsk";"2015K4";46
"1253 Osterøy";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";19
"1253 Osterøy";"Folkevekst";"2015K4";28
"1253 Osterøy";"Folketalet ved utgangen av kvartalet";"2015K4";7957
"1256 Meland";"Folketalet ved inngangen av kvartalet";"2015K4";7787
"1256 Meland";"Fødde";"2015K4";22
"1256 Meland";"Døde";"2015K4";11
"1256 Meland";"Fødselsoverskot";"2015K4";11
"1256 Meland";"Innvandring";"2015K4";7
"1256 Meland";"Utvandring";"2015K4";17
"1256 Meland";"Innflytting, innalandsk";"2015K4";116
"1256 Meland";"Utflytting, innalandsk";"2015K4";87
"1256 Meland";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";19
"1256 Meland";"Folkevekst";"2015K4";25
"1256 Meland";"Folketalet ved utgangen av kvartalet";"2015K4";7812
"1259 Øygarden";"Folketalet ved inngangen av kvartalet";"2015K4";4811
"1259 Øygarden";"Fødde";"2015K4";12
"1259 Øygarden";"Døde";"2015K4";9
"1259 Øygarden";"Fødselsoverskot";"2015K4";3
"1259 Øygarden";"Innvandring";"2015K4";5
"1259 Øygarden";"Utvandring";"2015K4";4
"1259 Øygarden";"Innflytting, innalandsk";"2015K4";71
"1259 Øygarden";"Utflytting, innalandsk";"2015K4";35
"1259 Øygarden";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";37
"1259 Øygarden";"Folkevekst";"2015K4";41
"1259 Øygarden";"Folketalet ved utgangen av kvartalet";"2015K4";4852
"1260 Radøy";"Folketalet ved inngangen av kvartalet";"2015K4";5072
"1260 Radøy";"Fødde";"2015K4";15
"1260 Radøy";"Døde";"2015K4";9
"1260 Radøy";"Fødselsoverskot";"2015K4";6
"1260 Radøy";"Innvandring";"2015K4";7
"1260 Radøy";"Utvandring";"2015K4";2
"1260 Radøy";"Innflytting, innalandsk";"2015K4";44
"1260 Radøy";"Utflytting, innalandsk";"2015K4";49
"1260 Radøy";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";0
"1260 Radøy";"Folkevekst";"2015K4";5
"1260 Radøy";"Folketalet ved utgangen av kvartalet";"2015K4";5077
"1263 Lindås";"Folketalet ved inngangen av kvartalet";"2015K4";15573
"1263 Lindås";"Fødde";"2015K4";46
"1263 Lindås";"Døde";"2015K4";26
"1263 Lindås";"Fødselsoverskot";"2015K4";20
"1263 Lindås";"Innvandring";"2015K4";26
"1263 Lindås";"Utvandring";"2015K4";12
"1263 Lindås";"Innflytting, innalandsk";"2015K4";180
"1263 Lindås";"Utflytting, innalandsk";"2015K4";178
"1263 Lindås";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";16
"1263 Lindås";"Folkevekst";"2015K4";34
"1263 Lindås";"Folketalet ved utgangen av kvartalet";"2015K4";15607
"1264 Austrheim";"Folketalet ved inngangen av kvartalet";"2015K4";2842
"1264 Austrheim";"Fødde";"2015K4";9
"1264 Austrheim";"Døde";"2015K4";6
"1264 Austrheim";"Fødselsoverskot";"2015K4";3
"1264 Austrheim";"Innvandring";"2015K4";9
"1264 Austrheim";"Utvandring";"2015K4";7
"1264 Austrheim";"Innflytting, innalandsk";"2015K4";47
"1264 Austrheim";"Utflytting, innalandsk";"2015K4";36
"1264 Austrheim";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";13
"1264 Austrheim";"Folkevekst";"2015K4";16
"1264 Austrheim";"Folketalet ved utgangen av kvartalet";"2015K4";2858
"1265 Fedje";"Folketalet ved inngangen av kvartalet";"2015K4";567
"1265 Fedje";"Fødde";"2015K4";1
"1265 Fedje";"Døde";"2015K4";1
"1265 Fedje";"Fødselsoverskot";"2015K4";0
"1265 Fedje";"Innvandring";"2015K4";7
"1265 Fedje";"Utvandring";"2015K4";0
"1265 Fedje";"Innflytting, innalandsk";"2015K4";4
"1265 Fedje";"Utflytting, innalandsk";"2015K4";1
"1265 Fedje";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";10
"1265 Fedje";"Folkevekst";"2015K4";9
"1265 Fedje";"Folketalet ved utgangen av kvartalet";"2015K4";576
"1266 Masfjorden";"Folketalet ved inngangen av kvartalet";"2015K4";1715
"1266 Masfjorden";"Fødde";"2015K4";0
"1266 Masfjorden";"Døde";"2015K4";1
"1266 Masfjorden";"Fødselsoverskot";"2015K4";-1
"1266 Masfjorden";"Innvandring";"2015K4";1
"1266 Masfjorden";"Utvandring";"2015K4";2
"1266 Masfjorden";"Innflytting, innalandsk";"2015K4";9
"1266 Masfjorden";"Utflytting, innalandsk";"2015K4";21
"1266 Masfjorden";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";-13
"1266 Masfjorden";"Folkevekst";"2015K4";-14
"1266 Masfjorden";"Folketalet ved utgangen av kvartalet";"2015K4";1701
"1401 Flora";"Folketalet ved inngangen av kvartalet";"2015K4";11898
"1401 Flora";"Fødde";"2015K4";27
"1401 Flora";"Døde";"2015K4";28
"1401 Flora";"Fødselsoverskot";"2015K4";-1
"1401 Flora";"Innvandring";"2015K4";42
"1401 Flora";"Utvandring";"2015K4";12
"1401 Flora";"Innflytting, innalandsk";"2015K4";80
"1401 Flora";"Utflytting, innalandsk";"2015K4";84
"1401 Flora";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";26
"1401 Flora";"Folkevekst";"2015K4";25
"1401 Flora";"Folketalet ved utgangen av kvartalet";"2015K4";11923
"1411 Gulen";"Folketalet ved inngangen av kvartalet";"2015K4";2374
"1411 Gulen";"Fødde";"2015K4";9
"1411 Gulen";"Døde";"2015K4";9
"1411 Gulen";"Fødselsoverskot";"2015K4";0
"1411 Gulen";"Innvandring";"2015K4";4
"1411 Gulen";"Utvandring";"2015K4";5
"1411 Gulen";"Innflytting, innalandsk";"2015K4";16
"1411 Gulen";"Utflytting, innalandsk";"2015K4";19
"1411 Gulen";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";-4
"1411 Gulen";"Folkevekst";"2015K4";-4
"1411 Gulen";"Folketalet ved utgangen av kvartalet";"2015K4";2370
"1412 Solund";"Folketalet ved inngangen av kvartalet";"2015K4";773
"1412 Solund";"Fødde";"2015K4";0
"1412 Solund";"Døde";"2015K4";3
"1412 Solund";"Fødselsoverskot";"2015K4";-3
"1412 Solund";"Innvandring";"2015K4";7
"1412 Solund";"Utvandring";"2015K4";0
"1412 Solund";"Innflytting, innalandsk";"2015K4";12
"1412 Solund";"Utflytting, innalandsk";"2015K4";4
"1412 Solund";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";15
"1412 Solund";"Folkevekst";"2015K4";12
"1412 Solund";"Folketalet ved utgangen av kvartalet";"2015K4";785
"1413 Hyllestad";"Folketalet ved inngangen av kvartalet";"2015K4";1403
"1413 Hyllestad";"Fødde";"2015K4";3
"1413 Hyllestad";"Døde";"2015K4";7
"1413 Hyllestad";"Fødselsoverskot";"2015K4";-4
"1413 Hyllestad";"Innvandring";"2015K4";3
"1413 Hyllestad";"Utvandring";"2015K4";0
"1413 Hyllestad";"Innflytting, innalandsk";"2015K4";7
"1413 Hyllestad";"Utflytting, innalandsk";"2015K4";13
"1413 Hyllestad";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";-3
"1413 Hyllestad";"Folkevekst";"2015K4";-8
"1413 Hyllestad";"Folketalet ved utgangen av kvartalet";"2015K4";1395
"1416 Høyanger";"Folketalet ved inngangen av kvartalet";"2015K4";4195
"1416 Høyanger";"Fødde";"2015K4";6
"1416 Høyanger";"Døde";"2015K4";12
"1416 Høyanger";"Fødselsoverskot";"2015K4";-6
"1416 Høyanger";"Innvandring";"2015K4";21
"1416 Høyanger";"Utvandring";"2015K4";4
"1416 Høyanger";"Innflytting, innalandsk";"2015K4";24
"1416 Høyanger";"Utflytting, innalandsk";"2015K4";70
"1416 Høyanger";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";-29
"1416 Høyanger";"Folkevekst";"2015K4";-34
"1416 Høyanger";"Folketalet ved utgangen av kvartalet";"2015K4";4161
"1417 Vik";"Folketalet ved inngangen av kvartalet";"2015K4";2687
"1417 Vik";"Fødde";"2015K4";4
"1417 Vik";"Døde";"2015K4";13
"1417 Vik";"Fødselsoverskot";"2015K4";-9
"1417 Vik";"Innvandring";"2015K4";9
"1417 Vik";"Utvandring";"2015K4";1
"1417 Vik";"Innflytting, innalandsk";"2015K4";11
"1417 Vik";"Utflytting, innalandsk";"2015K4";10
"1417 Vik";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";9
"1417 Vik";"Folkevekst";"2015K4";2
"1417 Vik";"Folketalet ved utgangen av kvartalet";"2015K4";2689
"1418 Balestrand";"Folketalet ved inngangen av kvartalet";"2015K4";1293
"1418 Balestrand";"Fødde";"2015K4";3
"1418 Balestrand";"Døde";"2015K4";2
"1418 Balestrand";"Fødselsoverskot";"2015K4";1
"1418 Balestrand";"Innvandring";"2015K4";4
"1418 Balestrand";"Utvandring";"2015K4";4
"1418 Balestrand";"Innflytting, innalandsk";"2015K4";3
"1418 Balestrand";"Utflytting, innalandsk";"2015K4";3
"1418 Balestrand";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";0
"1418 Balestrand";"Folkevekst";"2015K4";1
"1418 Balestrand";"Folketalet ved utgangen av kvartalet";"2015K4";1294
"1419 Leikanger";"Folketalet ved inngangen av kvartalet";"2015K4";2295
"1419 Leikanger";"Fødde";"2015K4";8
"1419 Leikanger";"Døde";"2015K4";4
"1419 Leikanger";"Fødselsoverskot";"2015K4";4
"1419 Leikanger";"Innvandring";"2015K4";11
"1419 Leikanger";"Utvandring";"2015K4";5
"1419 Leikanger";"Innflytting, innalandsk";"2015K4";15
"1419 Leikanger";"Utflytting, innalandsk";"2015K4";22
"1419 Leikanger";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";-1
"1419 Leikanger";"Folkevekst";"2015K4";3
"1419 Leikanger";"Folketalet ved utgangen av kvartalet";"2015K4";2298
"1420 Sogndal";"Folketalet ved inngangen av kvartalet";"2015K4";7838
"1420 Sogndal";"Fødde";"2015K4";13
"1420 Sogndal";"Døde";"2015K4";20
"1420 Sogndal";"Fødselsoverskot";"2015K4";-7
"1420 Sogndal";"Innvandring";"2015K4";29
"1420 Sogndal";"Utvandring";"2015K4";8
"1420 Sogndal";"Innflytting, innalandsk";"2015K4";72
"1420 Sogndal";"Utflytting, innalandsk";"2015K4";84
"1420 Sogndal";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";9
"1420 Sogndal";"Folkevekst";"2015K4";1
"1420 Sogndal";"Folketalet ved utgangen av kvartalet";"2015K4";7839
"1421 Aurland";"Folketalet ved inngangen av kvartalet";"2015K4";1755
"1421 Aurland";"Fødde";"2015K4";4
"1421 Aurland";"Døde";"2015K4";2
"1421 Aurland";"Fødselsoverskot";"2015K4";2
"1421 Aurland";"Innvandring";"2015K4";8
"1421 Aurland";"Utvandring";"2015K4";3
"1421 Aurland";"Innflytting, innalandsk";"2015K4";14
"1421 Aurland";"Utflytting, innalandsk";"2015K4";12
"1421 Aurland";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";7
"1421 Aurland";"Folkevekst";"2015K4";9
"1421 Aurland";"Folketalet ved utgangen av kvartalet";"2015K4";1764
"1422 Lærdal";"Folketalet ved inngangen av kvartalet";"2015K4";2163
"1422 Lærdal";"Fødde";"2015K4";4
"1422 Lærdal";"Døde";"2015K4";6
"1422 Lærdal";"Fødselsoverskot";"2015K4";-2
"1422 Lærdal";"Innvandring";"2015K4";11
"1422 Lærdal";"Utvandring";"2015K4";2
"1422 Lærdal";"Innflytting, innalandsk";"2015K4";11
"1422 Lærdal";"Utflytting, innalandsk";"2015K4";9
"1422 Lærdal";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";11
"1422 Lærdal";"Folkevekst";"2015K4";9
"1422 Lærdal";"Folketalet ved utgangen av kvartalet";"2015K4";2172
"1424 Årdal";"Folketalet ved inngangen av kvartalet";"2015K4";5391
"1424 Årdal";"Fødde";"2015K4";14
"1424 Årdal";"Døde";"2015K4";10
"1424 Årdal";"Fødselsoverskot";"2015K4";4
"1424 Årdal";"Innvandring";"2015K4";28
"1424 Årdal";"Utvandring";"2015K4";3
"1424 Årdal";"Innflytting, innalandsk";"2015K4";22
"1424 Årdal";"Utflytting, innalandsk";"2015K4";83
"1424 Årdal";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";-36
"1424 Årdal";"Folkevekst";"2015K4";-32
"1424 Årdal";"Folketalet ved utgangen av kvartalet";"2015K4";5359
"1426 Luster";"Folketalet ved inngangen av kvartalet";"2015K4";5071
"1426 Luster";"Fødde";"2015K4";10
"1426 Luster";"Døde";"2015K4";10
"1426 Luster";"Fødselsoverskot";"2015K4";0
"1426 Luster";"Innvandring";"2015K4";9
"1426 Luster";"Utvandring";"2015K4";1
"1426 Luster";"Innflytting, innalandsk";"2015K4";44
"1426 Luster";"Utflytting, innalandsk";"2015K4";28
"1426 Luster";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";24
"1426 Luster";"Folkevekst";"2015K4";22
"1426 Luster";"Folketalet ved utgangen av kvartalet";"2015K4";5093
"1428 Askvoll";"Folketalet ved inngangen av kvartalet";"2015K4";3030
"1428 Askvoll";"Fødde";"2015K4";9
"1428 Askvoll";"Døde";"2015K4";14
"1428 Askvoll";"Fødselsoverskot";"2015K4";-5
"1428 Askvoll";"Innvandring";"2015K4";0
"1428 Askvoll";"Utvandring";"2015K4";3
"1428 Askvoll";"Innflytting, innalandsk";"2015K4";16
"1428 Askvoll";"Utflytting, innalandsk";"2015K4";15
"1428 Askvoll";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";-2
"1428 Askvoll";"Folkevekst";"2015K4";-7
"1428 Askvoll";"Folketalet ved utgangen av kvartalet";"2015K4";3023
"1429 Fjaler";"Folketalet ved inngangen av kvartalet";"2015K4";2867
"1429 Fjaler";"Fødde";"2015K4";6
"1429 Fjaler";"Døde";"2015K4";6
"1429 Fjaler";"Fødselsoverskot";"2015K4";0
"1429 Fjaler";"Innvandring";"2015K4";8
"1429 Fjaler";"Utvandring";"2015K4";35
"1429 Fjaler";"Innflytting, innalandsk";"2015K4";13
"1429 Fjaler";"Utflytting, innalandsk";"2015K4";22
"1429 Fjaler";"Nettoinnflytting, inkl. inn- og utvandring";"2015K4";-36
"1429 Fjaler";"Folkevekst";"2015K4";-37
"1429 Fjaler";"Folketalet ved utgangen av kvartalet";"2015K4";2830
"1430 Gaular";"Folketalet ved inngangen av kvartalet";"2015K4";2942
"1430 Gaular";"Fødde";"2015K4";4
"1430 Gaular";"Døde";"2015K4";11
"1430 Gaular";"Fødselsoverskot";"2015K4";-7
"1430 Gaular";"Innvandring";"2015K4";4
"1430 Gaular";"Utvandring";"2015K4";1
